Plate,Well,Sample,Day,Temp,Symbiont,Pot,Replicate,Box,Number,Primer,Info,ALL.number,ul.DNA,BACKUP.NUMBER
5,A01,1ALL_C1,3,27,ALL,1,A,J,7,C1,ALL,1,4,
5,A02,1ALL_D1,3,27,ALL,1,A,J,7,D1,ALL,1,4,
5,A03,1ALL_F1,3,27,ALL,1,A,J,7,F1,ALL,1,4,
5,A04,1ALL_G3,3,27,ALL,1,A,J,7,G3,ALL,1,4,
5,A05,9ALL_C1,3,30,ALL,1,E,J,30,C1,ALL,9,4,
5,A06,9ALL_D1,3,30,ALL,1,E,J,30,D1,ALL,9,4,
5,A07,9ALL_F1,3,30,ALL,1,E,J,30,F1,ALL,9,4,
5,A08,9ALL_G3,3,30,ALL,1,E,J,30,G3,ALL,9,4,
5,A09,17ALL_C1,3,31,ALL,2,D,O,2,C1,ALL,17,4,
5,A10,17ALL_D1,3,31,ALL,2,D,O,2,D1,ALL,17,4,
5,A11,17ALL_F1,3,31,ALL,2,D,O,2,F1,ALL,17,4,
5,A12,17ALL_G3,3,31,ALL,2,D,O,2,G3,ALL,17,4,
5,B01,2ALL_C1,3,27,ALL,1,B,J,8,C1,ALL,2,4,
5,B02,2ALL_D1,3,27,ALL,1,B,J,8,D1,ALL,2,4,
5,B03,2ALL_F1,3,27,ALL,1,B,J,8,F1,ALL,2,4,
5,B04,2ALL_G3,3,27,ALL,1,B,J,8,G3,ALL,2,4,
5,B05,10ALL_C1,3,30,ALL,2,A,J,31,C1,ALL,10,4,
5,B06,10ALL_D1,3,30,ALL,2,A,J,31,D1,ALL,10,4,
5,B07,10ALL_F1,3,30,ALL,2,A,J,31,F1,ALL,10,4,
5,B08,10ALL_G3,3,30,ALL,2,A,J,31,G3,ALL,10,4,
5,B09,18ALL_C1,3,31,ALL,3,B,O,3,C1,ALL,18,4,
5,B10,18ALL_D1,3,31,ALL,3,B,O,3,D1,ALL,18,4,
5,B11,18ALL_F1,3,31,ALL,3,B,O,3,F1,ALL,18,4,
5,B12,18ALL_G3,3,31,ALL,3,B,O,3,G3,ALL,18,4,
5,C01,3ALL_C1,3,27,ALL,2,A,J,12,C1,ALL,3,4,
5,C02,3ALL_D1,3,27,ALL,2,A,J,12,D1,ALL,3,4,
5,C03,3ALL_F1,3,27,ALL,2,A,J,12,F1,ALL,3,4,
5,C04,3ALL_G3,3,27,ALL,2,A,J,12,G3,ALL,3,4,
5,C05,11ALL_C1,3,30,ALL,3,A,J,36,C1,ALL,11,4,
5,C06,11ALL_D1,3,30,ALL,3,A,J,36,D1,ALL,11,4,
5,C07,11ALL_F1,3,30,ALL,3,A,J,36,F1,ALL,11,4,
5,C08,11ALL_G3,3,30,ALL,3,A,J,36,G3,ALL,11,4,
5,C09,19ALL_C1,14,27,ALL,3,C,O,19,C1,ALL,19,4,
5,C10,19ALL_D1,14,27,ALL,3,C,O,19,D1,ALL,19,4,
5,C11,19ALL_F1,14,27,ALL,3,C,O,19,F1,ALL,19,4,
5,C12,19ALL_G3,14,27,ALL,3,C,O,19,G3,ALL,19,4,
5,D01,4ALL_C1,3,27,ALL,2,B,J,13,C1,ALL,4,4,
5,D02,4ALL_D1,3,27,ALL,2,B,J,13,D1,ALL,4,4,
5,D03,4ALL_F1,3,27,ALL,2,B,J,13,F1,ALL,4,4,
5,D04,4ALL_G3,3,27,ALL,2,B,J,13,G3,ALL,4,4,
5,D05,12ALL_C1,3,30,ALL,3,B,J,37,C1,ALL,12,4,
5,D06,12ALL_D1,3,30,ALL,3,B,J,37,D1,ALL,12,4,
5,D07,12ALL_F1,3,30,ALL,3,B,J,37,F1,ALL,12,4,
5,D08,12ALL_G3,3,30,ALL,3,B,J,37,G3,ALL,12,4,
5,D09,20ALL_C1,14,27,ALL,3,E,O,20,C1,ALL,20,4,
5,D10,20ALL_D1,14,27,ALL,3,E,O,20,D1,ALL,20,4,
5,D11,20ALL_F1,14,27,ALL,3,E,O,20,F1,ALL,20,4,
5,D12,20ALL_G3,14,27,ALL,3,E,O,20,G3,ALL,20,4,
5,E01,5ALL_C1,3,27,ALL,3,A,J,17,C1,ALL,5,4,
5,E02,5ALL_D1,3,27,ALL,3,A,J,17,D1,ALL,5,4,
5,E03,5ALL_F1,3,27,ALL,3,A,J,17,F1,ALL,5,4,
5,E04,5ALL_G3,3,27,ALL,3,A,J,17,G3,ALL,5,4,
5,E05,13ALL_C1,3,31,ALL,1,A,J,2,C1,ALL,13,4,
5,E06,13ALL_D1,3,31,ALL,1,A,J,2,D1,ALL,13,4,
5,E07,13ALL_F1,3,31,ALL,1,A,J,2,F1,ALL,13,4,
5,E08,13ALL_G3,3,31,ALL,1,A,J,2,G3,ALL,13,4,
5,E09,21ALL_C1,14,30,ALL,3,E,O,30,C1,ALL,21,4,
5,E10,21ALL_D1,14,30,ALL,3,E,O,30,D1,ALL,21,4,
5,E11,21ALL_F1,14,30,ALL,3,E,O,30,F1,ALL,21,4,
5,E12,21ALL_G3,14,30,ALL,3,E,O,30,G3,ALL,21,4,
5,F01,6ALL_C1,3,27,ALL,3,B,J,18,C1,ALL,6,4,
5,F02,6ALL_D1,3,27,ALL,3,B,J,18,D1,ALL,6,4,
5,F03,6ALL_F1,3,27,ALL,3,B,J,18,F1,ALL,6,4,
5,F04,6ALL_G3,3,27,ALL,3,B,J,18,G3,ALL,6,4,
5,F05,14ALL_C1,3,31,ALL,1,B,J,47,C1,ALL,14,4,
5,F06,14ALL_D1,3,31,ALL,1,B,J,47,D1,ALL,14,4,
5,F07,14ALL_F1,3,31,ALL,1,B,J,47,F1,ALL,14,4,
5,F08,14ALL_G3,3,31,ALL,1,B,J,47,G3,ALL,14,4,
5,F09,22ALL_C1,3,30,ALL,2,D,J,30,C1,ALL,22,4,
5,F10,22ALL_D1,3,30,ALL,2,D,J,30,D1,ALL,22,4,
5,F11,22ALL_F1,3,30,ALL,2,D,J,30,F1,ALL,22,4,
5,F12,22ALL_G3,3,30,ALL,2,D,J,30,G3,ALL,22,4,
5,G01,7ALL_C1,3,30,ALL,1,A,J,26,C1,ALL,7,4,
5,G02,7ALL_D1,3,30,ALL,1,A,J,26,D1,ALL,7,4,
5,G03,7ALL_F1,3,30,ALL,1,A,J,26,F1,ALL,7,4,
5,G04,7ALL_G3,3,30,ALL,1,A,J,26,G3,ALL,7,4,
5,G05,15ALL_C1,3,31,ALL,1,E,J,5,C1,ALL,15,4,
5,G06,15ALL_D1,3,31,ALL,1,E,J,5,D1,ALL,15,4,
5,G07,15ALL_F1,3,31,ALL,1,E,J,5,F1,ALL,15,4,
5,G08,15ALL_G3,3,31,ALL,1,E,J,5,G3,ALL,15,4,
5,G09,23ALL_C1,7,30,ALL,1,A,L,13,C1,ALL,23,4,
5,G10,23ALL_D1,7,30,ALL,1,A,L,13,D1,ALL,23,4,
5,G11,23ALL_F1,7,30,ALL,1,A,L,13,F1,ALL,23,4,
5,G12,23ALL_G3,7,30,ALL,1,A,L,13,G3,ALL,23,4,
5,H01,8ALL_C1,3,30,ALL,1,B,J,27,C1,ALL,8,4,
5,H02,8ALL_D1,3,30,ALL,1,B,J,27,D1,ALL,8,4,
5,H03,8ALL_F1,3,30,ALL,1,B,J,27,F1,ALL,8,4,
5,H04,8ALL_G3,3,30,ALL,1,B,J,27,G3,ALL,8,4,
5,H05,16ALL_C1,3,31,ALL,2,A,J,4,C1,ALL,16,4,
5,H06,16ALL_D1,3,31,ALL,2,A,J,4,D1,ALL,16,4,
5,H07,16ALL_F1,3,31,ALL,2,A,J,4,F1,ALL,16,4,
5,H08,16ALL_G3,3,31,ALL,2,A,J,4,G3,ALL,16,4,
5,H09,NTC_C1,,,,,,,,C1,NTC,,4,
5,H10,NTC_D1,,,,,,,,D1,NTC,,4,
5,H11,NTC_F1,,,,,,,,F1,NTC,,4,
5,H12,NTC_G3,,,,,,,,G3,NTC,,4,